CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Canceled,Revenue,subscription duration,average subscription
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,269",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,655",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,925",365,365.3498387
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,879",366,365.3498387
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,522",366,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,015",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,889",366,365.3498387
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,339",366,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,903",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,715",365,365.3498387
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,749",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,419",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,289",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,650",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,386",365,365.3498387
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,293",365,365.3498387
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,263",366,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,464",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,460",366,365.3498387
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,231",366,365.3498387
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,311",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,699",365,365.3498387
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,791",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,513",365,365.3498387
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,881",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,758",365,365.3498387
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,305",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,396",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,592",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,419",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,853",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,321",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,658",365,365.3498387
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,886",365,365.3498387
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,851",366,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,035",366,365.3498387
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,231",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,691",366,365.3498387
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,516",366,365.3498387
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,751",366,365.3498387
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,998",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,396",365,365.3498387
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,872",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,238",365,365.3498387
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,153",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,753",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,384",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,952",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,059",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,075",365,365.3498387
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,000",366,365.3498387
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,677",366,365.3498387
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,543",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,996",366,365.3498387
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,026",366,365.3498387
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,663",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,885",365,365.3498387
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,326",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,551",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,636",365,365.3498387
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,421",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,584",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,887",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,114",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,062",365,365.3498387
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,152",365,365.3498387
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,672",366,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,041",366,365.3498387
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,343",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,515",366,365.3498387
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,472",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,602",365,365.3498387
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,893",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,110",365,365.3498387
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,096",365,365.3498387
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,672",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,739",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,341",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,289",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,416",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,927",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,312",365,365.3498387
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,384",365,365.3498387
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,500",366,365.3498387
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,825",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,800",366,365.3498387
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,000",366,365.3498387
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,717",366,365.3498387
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,775",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,448",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,774",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,983",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,373",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,354",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,596",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,712",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,829",365,365.3498387
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,104",365,365.3498387
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,086",366,365.3498387
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,869",366,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,315",366,365.3498387
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,262",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,266",366,365.3498387
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,183",366,365.3498387
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,951",366,365.3498387
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,167",365,365.3498387
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,515",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,839",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,926",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,169",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,274",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,587",365,365.3498387
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,196",366,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,859",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,786",366,365.3498387
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,260",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,036",365,365.3498387
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,249",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,390",365,365.3498387
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,946",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,442",365,365.3498387
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,450",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,404",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,982",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,700",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,019",365,365.3498387
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,439",365,365.3498387
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,592",366,365.3498387
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,603",366,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,854",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,917",366,365.3498387
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,207",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,327",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,100",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,195",365,365.3498387
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,449",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,406",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,048",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,568",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,127",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,925",365,365.3498387
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,931",365,365.3498387
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,082",366,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,199",366,365.3498387
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,755",366,365.3498387
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,141",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,179",365,365.3498387
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,330",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,977",365,365.3498387
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,203",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,992",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,955",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,977",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,201",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,147",365,365.3498387
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,456",365,365.3498387
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,070",366,365.3498387
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,046",366,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,191",366,365.3498387
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,690",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,848",365,365.3498387
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,821",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,048",365,365.3498387
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,377",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,045",365,365.3498387
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,055",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,397",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,513",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,449",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,451",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,583",365,365.3498387
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,475",366,365.3498387
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,154",366,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,753",366,365.3498387
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,444",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,492",366,365.3498387
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,791",366,365.3498387
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,229",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,941",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,620",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,922",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,374",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,310",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,197",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,173",365,365.3498387
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,515",365,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,292",366,365.3498387
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,582",366,365.3498387
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,622",366,365.3498387
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,669",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,005",365,365.3498387
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,108",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,221",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,244",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,735",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,188",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,613",365,365.3498387
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,583",365,365.3498387
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,846",366,365.3498387
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,967",366,365.3498387
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,158",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,040",365,365.3498387
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,795",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,928",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,135",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,322",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,542",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,990",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,445",365,365.3498387
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,113",365,365.3498387
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,049",366,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,347",366,365.3498387
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,857",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,335",366,365.3498387
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,527",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,347",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,036",365,365.3498387
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,245",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,070",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,790",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,402",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,708",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,592",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,561",365,365.3498387
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,409",366,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,501",366,365.3498387
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,816",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,924",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,520",365,365.3498387
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,697",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,708",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,701",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,094",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,251",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,330",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,892",365,365.3498387
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,744",365,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,355",366,365.3498387
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,823",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,422",366,365.3498387
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,901",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,647",365,365.3498387
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,448",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,432",365,365.3498387
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,408",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,362",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,725",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,419",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,140",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,589",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,175",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,890",365,365.3498387
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,557",365,365.3498387
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,951",366,365.3498387
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,524",366,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,904",366,365.3498387
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,724",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,003",366,365.3498387
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,105",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,373",365,365.3498387
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,067",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,159",365,365.3498387
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,675",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,530",365,365.3498387
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,278",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,211",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,825",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,296",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,935",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,373",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,176",365,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,461",366,365.3498387
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,260",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,016",366,365.3498387
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,458",366,365.3498387
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,190",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,983",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,884",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,650",365,365.3498387
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,284",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,770",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,680",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,999",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,934",365,365.3498387
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,295",365,365.3498387
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,772",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,986",366,365.3498387
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,469",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,902",365,365.3498387
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,634",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,921",365,365.3498387
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,476",365,365.3498387
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,065",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,710",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,259",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,342",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,096",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,256",365,365.3498387
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,975",366,365.3498387
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,644",366,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,307",366,365.3498387
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,798",366,365.3498387
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,497",366,365.3498387
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,369",365,365.3498387
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,454",365,365.3498387
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,158",365,365.3498387
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,034",365,365.3498387
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,619",365,365.3498387
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,200",365,365.3498387
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,897",365,365.3498387
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,981",365,365.3498387
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,595",365,365.3498387
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,903",365,365.3498387
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,150",365,365.3498387
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,283",366,365.3498387
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,600",366,365.3498387
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,377",366,365.3498387
